rule,rep,n_neurons,draw,accuracy8,accuracy3
STDP,1,1,0,0.125,0.375
STDP,1,1,1,0.125,0.375
STDP,1,1,2,0.37875,0.7462500000000001
STDP,1,1,3,0.3825,0.74125
STDP,1,1,4,0.125,0.375
STDP,1,1,5,0.125,0.375
STDP,1,1,6,0.125,0.375
STDP,1,1,7,0.125,0.375
STDP,1,1,8,0.125,0.375
STDP,1,1,9,0.125,0.375
STDP,1,2,0,0.13,0.37875
STDP,1,2,1,0.36874999999999997,0.7475
STDP,1,2,2,0.13,0.37875
STDP,1,2,3,0.125,0.375
STDP,1,2,4,0.37249999999999994,0.74875
STDP,1,2,5,0.36125,0.7525000000000001
STDP,1,2,6,0.38,0.7424999999999999
STDP,1,2,7,0.37375,0.74875
STDP,1,2,8,0.37375,0.74875
STDP,1,2,9,0.1625,0.41375
STDP,1,5,0,0.3837499999999999,0.74875
STDP,1,5,1,0.3400000000000001,0.7525
STDP,1,5,2,0.375,0.74875
STDP,1,5,3,0.3725,0.74625
STDP,1,5,4,0.36,0.745
STDP,1,5,5,0.3775,0.7475
STDP,1,5,6,0.37249999999999994,0.73625
STDP,1,5,7,0.125,0.375
STDP,1,5,8,0.37,0.74
STDP,1,5,9,0.38,0.74375
STDP,1,10,0,0.36750000000000005,0.7525000000000001
STDP,1,10,1,0.36750000000000005,0.7474999999999999
STDP,1,10,2,0.37875000000000003,0.7437500000000001
STDP,1,10,3,0.37875000000000003,0.7424999999999999
STDP,1,10,4,0.3775,0.7525000000000001
STDP,1,10,5,0.3775,0.745
STDP,1,10,6,0.36250000000000004,0.75125
STDP,1,10,7,0.37,0.74375
STDP,1,20,0,0.38,0.7525000000000001
STDP,1,20,1,0.38249999999999995,0.7437500000000001
STDP,1,20,2,0.39625,0.7525
STDP,1,20,3,0.38375000000000004,0.7462500000000001
STDP,1,20,4,0.385,0.75125
STDP,1,40,0,0.4125,0.7475
T_STDP,1,1,0,0.125,0.375
T_STDP,1,1,1,0.125,0.375
T_STDP,1,1,2,0.3775,0.74
T_STDP,1,1,3,0.3775,0.7462499999999999
T_STDP,1,1,4,0.125,0.375
T_STDP,1,1,5,0.125,0.375
T_STDP,1,1,6,0.125,0.375
T_STDP,1,1,7,0.125,0.375
T_STDP,1,1,8,0.125,0.375
T_STDP,1,1,9,0.125,0.375
T_STDP,1,2,0,0.12875,0.37875
T_STDP,1,2,1,0.37,0.7400000000000001
T_STDP,1,2,2,0.12875,0.37875
T_STDP,1,2,3,0.125,0.375
T_STDP,1,2,4,0.3662500000000001,0.74
T_STDP,1,2,5,0.38,0.7525
T_STDP,1,2,6,0.37124999999999997,0.74
T_STDP,1,2,7,0.36625,0.7412500000000001
T_STDP,1,2,8,0.36625,0.7412500000000001
T_STDP,1,2,9,0.135,0.385
T_STDP,1,5,0,0.3662500000000001,0.74
T_STDP,1,5,1,0.37875000000000003,0.75125
T_STDP,1,5,2,0.375,0.74875
T_STDP,1,5,3,0.37374999999999997,0.73875
T_STDP,1,5,4,0.3825,0.7499999999999999
T_STDP,1,5,5,0.36,0.7387500000000001
T_STDP,1,5,6,0.36375,0.74125
T_STDP,1,5,7,0.125,0.375
T_STDP,1,5,8,0.38,0.73875
T_STDP,1,5,9,0.36875,0.7424999999999999
T_STDP,1,10,0,0.3725,0.7462500000000001
T_STDP,1,10,1,0.38125,0.7412500000000001
T_STDP,1,10,2,0.37124999999999997,0.7425
T_STDP,1,10,3,0.37,0.7362500000000001
T_STDP,1,10,4,0.37625000000000003,0.745
T_STDP,1,10,5,0.37499999999999994,0.7449999999999999
T_STDP,1,10,6,0.3775,0.74375
T_STDP,1,10,7,0.39,0.7350000000000001
T_STDP,1,20,0,0.37875000000000003,0.7450000000000001
T_STDP,1,20,1,0.38625000000000004,0.7412500000000001
T_STDP,1,20,2,0.37625000000000003,0.7412500000000001
T_STDP,1,20,3,0.37375,0.7375
T_STDP,1,20,4,0.38375000000000004,0.7425
T_STDP,1,40,0,0.3825,0.7425
SRDP,1,1,0,0.125,0.375
SRDP,1,1,1,0.125,0.375
SRDP,1,1,2,0.385,0.66625
SRDP,1,1,3,0.3825,0.7625000000000001
SRDP,1,1,4,0.125,0.375
SRDP,1,1,5,0.125,0.375
SRDP,1,1,6,0.3662500000000001,0.68125
SRDP,1,1,7,0.36125,0.7337500000000001
SRDP,1,1,8,0.125,0.375
SRDP,1,1,9,0.3662500000000001,0.68125
SRDP,1,2,0,0.39625000000000005,0.75375
SRDP,1,2,1,0.35625,0.7075
SRDP,1,2,2,0.37,0.67125
SRDP,1,2,3,0.125,0.375
SRDP,1,2,4,0.40625,0.7299999999999999
SRDP,1,2,5,0.41000000000000003,0.7462499999999999
SRDP,1,2,6,0.41375,0.7612500000000001
SRDP,1,2,7,0.37875000000000003,0.68375
SRDP,1,2,8,0.38,0.72375
SRDP,1,2,9,0.41125,0.7525000000000001
SRDP,1,5,0,0.38375,0.7525000000000001
SRDP,1,5,1,0.38499999999999995,0.73125
SRDP,1,5,2,0.36875,0.7424999999999999
SRDP,1,5,3,0.38499999999999995,0.72
SRDP,1,5,4,0.37625,0.7525
SRDP,1,5,5,0.40750000000000003,0.7537499999999999
SRDP,1,5,6,0.39749999999999996,0.7237499999999999
SRDP,1,5,7,0.37,0.71375
SRDP,1,5,8,0.40374999999999994,0.75625
SRDP,1,5,9,0.41875,0.7500000000000001
SRDP,1,10,0,0.39,0.73
SRDP,1,10,1,0.42625,0.7725
SRDP,1,10,2,0.40375000000000005,0.7587499999999999
SRDP,1,10,3,0.40125,0.745
SRDP,1,10,4,0.41125000000000006,0.755
SRDP,1,10,5,0.40625,0.7587499999999999
SRDP,1,10,6,0.41125,0.755
SRDP,1,10,7,0.41624999999999995,0.7649999999999999
SRDP,1,20,0,0.41,0.7575000000000001
SRDP,1,20,1,0.41125,0.7625
SRDP,1,20,2,0.40750000000000003,0.7575000000000001
SRDP,1,20,3,0.41625000000000006,0.75375
SRDP,1,20,4,0.4125,0.76
SRDP,1,40,0,0.39875000000000005,0.75625
STDP,2,1,0,0.125,0.375
STDP,2,1,1,0.38875000000000004,0.7462500000000001
STDP,2,1,2,0.125,0.375
STDP,2,1,3,0.36875,0.7537500000000001
STDP,2,1,4,0.36875,0.7537500000000001
STDP,2,1,5,0.39375000000000004,0.7437500000000001
STDP,2,1,6,0.125,0.375
STDP,2,1,7,0.125,0.375
STDP,2,1,8,0.37124999999999997,0.7425
STDP,2,1,9,0.39,0.75375
STDP,2,2,0,0.3875,0.7500000000000001
STDP,2,2,1,0.37250000000000005,0.7424999999999999
STDP,2,2,2,0.38750000000000007,0.7475
STDP,2,2,3,0.38875,0.7425
STDP,2,2,4,0.125,0.375
STDP,2,2,5,0.40625,0.7525000000000001
STDP,2,2,6,0.125,0.375
STDP,2,2,7,0.39375,0.7462500000000001
STDP,2,2,8,0.125,0.375
STDP,2,2,9,0.3975,0.7474999999999999
STDP,2,5,0,0.36875,0.73875
STDP,2,5,1,0.37625000000000003,0.7462500000000001
STDP,2,5,2,0.38875,0.7537499999999999
STDP,2,5,3,0.38125,0.74875
STDP,2,5,4,0.39625000000000005,0.7462500000000001
STDP,2,5,5,0.39249999999999996,0.74875
STDP,2,5,6,0.3825,0.74375
STDP,2,5,7,0.38625,0.74875
STDP,2,5,8,0.39125,0.7425
STDP,2,5,9,0.37124999999999997,0.7462500000000001
STDP,2,10,0,0.3737499999999999,0.74375
STDP,2,10,1,0.39,0.74625
STDP,2,10,2,0.36875,0.7475
STDP,2,10,3,0.38875,0.7475000000000002
STDP,2,10,4,0.37249999999999994,0.7450000000000001
STDP,2,10,5,0.38375000000000004,0.74875
STDP,2,10,6,0.3825,0.74375
STDP,2,10,7,0.3825,0.74875
STDP,2,20,0,0.39125,0.7475000000000002
STDP,2,20,1,0.37625000000000003,0.74875
STDP,2,20,2,0.39375000000000004,0.7475000000000002
STDP,2,20,3,0.39249999999999996,0.7437500000000001
STDP,2,20,4,0.385,0.74875
STDP,2,40,0,0.39375000000000004,0.74875
T_STDP,2,1,0,0.125,0.375
T_STDP,2,1,1,0.3525,0.74875
T_STDP,2,1,2,0.125,0.375
T_STDP,2,1,3,0.36,0.7462500000000001
T_STDP,2,1,4,0.36,0.7462500000000001
T_STDP,2,1,5,0.35624999999999996,0.74375
T_STDP,2,1,6,0.125,0.375
T_STDP,2,1,7,0.125,0.375
T_STDP,2,1,8,0.36,0.74875
T_STDP,2,1,9,0.13375,0.38375000000000004
T_STDP,2,2,0,0.13375,0.38375000000000004
T_STDP,2,2,1,0.35124999999999995,0.74
T_STDP,2,2,2,0.125,0.375
T_STDP,2,2,3,0.15375,0.40625
T_STDP,2,2,4,0.125,0.375
T_STDP,2,2,5,0.36000000000000004,0.7462500000000001
T_STDP,2,2,6,0.125,0.375
T_STDP,2,2,7,0.16250000000000003,0.41500000000000004
T_STDP,2,2,8,0.125,0.375
T_STDP,2,2,9,0.13375,0.38375000000000004
T_STDP,2,5,0,0.37875000000000003,0.7425
T_STDP,2,5,1,0.35875,0.7437500000000001
T_STDP,2,5,2,0.36375,0.7537499999999999
T_STDP,2,5,3,0.43624999999999997,0.7925
T_STDP,2,5,4,0.40374999999999994,0.79625
T_STDP,2,5,5,0.33999999999999997,0.75875
T_STDP,2,5,6,0.4,0.79375
T_STDP,2,5,7,0.3775,0.74125
T_STDP,2,5,8,0.34875,0.7462500000000001
T_STDP,2,5,9,0.4225,0.7875
T_STDP,2,10,0,0.39125,0.74875
T_STDP,2,10,1,0.41875,0.7925
T_STDP,2,10,2,0.42125,0.79375
T_STDP,2,10,3,0.37875000000000003,0.7475
T_STDP,2,10,4,0.41875,0.7875
T_STDP,2,10,5,0.4425,0.7975000000000001
T_STDP,2,10,6,0.3675,0.7474999999999999
